"County","Court","Record Search URL","Main URL"
"Adams","Adams County Court","https://www.adamscountycourts.com/searchSelect.php","https://www.adamscountycourts.com/CountyCourt/home/"
"Adams","Adams County Court of Common Pleas","https://www.adamscountycourts.com/recordSearch.php?k=searchForm0104","https://adamscountycourts.com/CommonPleasCourt/home/"
"Allen","Allen County Court of Common Pleas, Domestic Relations Division","https://courtvweb.allencountyohio.com/eservices/login.page","https://www.allencountyohio.com/court-system/domestic-relations/"
"Allen","Allen County Court of Common Pleas, General Division","https://courtvweb.allencountyohio.com/eservices/login.page","https://www.allencountyohio.com/court-system/common-pleas/"
"Allen","Allen County Court of Common Pleas, Juvenile and Probate Divisions","https://courtvweb.allencountyohio.com/eservices/home.page.4","http://www.allenohiojuvenile.com/"
"Allen","Lima Municipal Court","http://www.limamunicipalcourt.org/","http://www.limamunicipalcourt.org/"
"Ashland","Ashland County Court of Common Pleas, General & Domestic Relations Divisions","https://www.ashlandcountycpcourt.org/eservices/home.page.2","http://www.ashlandcommonpleas.com/"
"Ashland","Ashland County Court of Common Pleas, Juvenile Division","","https://www.ashlandcounty.org/juvenilecourt/"
"Ashland","Ashland County Court of Common Pleas, Probate Division","https://acjuvenileprobate.org/recordSearch.php?k=searchForm0303","https://www.ashlandcounty.org/juvenilecourt/"
"Ashland","Ashland Municipal Court","https://www.govrec.com/home/ashlandcioh","http://www.ashlandmunicourt.com/"
"Ashtabula","Ashtabula County Court, Eastern Division","","http://courts.co.ashtabula.oh.us/eastern_county_court.htm"
"Ashtabula","Ashtabula County Court of Common Pleas, General & Domestic Relations Divisions","https://eservices.ashtabulacourts.com/eservices/home.page.2","http://courts.co.ashtabula.oh.us/"
"Ashtabula","Ashtabula County Court of Common Pleas, Juvenile Division","","http://courts.co.ashtabula.oh.us/juvenile_court.htm"
"Ashtabula","Ashtabula County Court of Common Pleas, Probate Division","","http://courts.co.ashtabula.oh.us/probate_court.htm"
"Ashtabula","Ashtabula County Court, Western Division","","http://courts.co.ashtabula.oh.us/western_county_court.htm"
"Ashtabula","Ashtabula Municipal Court","https://casesearch.ashtabulamunicourt.com:8443/access","http://www.ashtabulamunicourt.com/"
"Ashtabula","Conneaut Municipal Court","https://web1.civicacmi.com/ConneautMC/","http://www.conneautohio.gov/departments/conneaut_municipal_court/index.php"
"Athens","Athens County Court of Common Pleas, General and Domestic Relations Divisions","https://eservices.athenscommonpleas.com/eservices/home.page.2","http://www.co.athensoh.org/departments/common_pleas_court.php"
"Athens","Athens County Court of Common Pleas, Juvenile Division","https://www.athenscountypjcourt.com/recordSearch.php?k=searchForm0503","https://www.athenscountypjcourt.com/"
"Athens","Athens County Court of Common Pleas, Probate Division","https://www.athenscountypjcourt.com/recordSearch.php?k=searchForm0503","https://www.athenscountypjcourt.com/"
"Athens","Athens County Municipal Court","https://eservices.ci.athens.oh.us/eservices/home.page.2","http://www.ci.athens.oh.us/index.aspx?NID=108"
"Auglaize","Auglaize County Court of Common Pleas","https://www.auglaizecounty.org/eservicesCRTV/home.page.2","https://www2.auglaizecounty.org/courts/court-common-pleas-criminal-and-civil-divisions"
"Auglaize","Auglaize County Municipal Court","https://www.auglaizecounty.org/eservicesMUNI/home.page.2","https://www2.auglaizecounty.org/courts/municipal-court"
"Belmont","Belmont County Court of Common Pleas, General & Domestic Relations Divisions","https://eservices.belmontcountycourts.com/eservices/home.page.2","http://belmontcountycommonpleas.org/"
"Belmont","Belmont County Court of Common Pleas, Juvenile & Probate Divisions","https://eservices.belmontcountycourts.com/eservices/home.page.2","http://belmontcountyjuvenilecourt.com/"
"Belmont","Belmont County Court, Northern, Eastern, & Western Divisions","https://eservices.belmontcountycourts.com/eservices/home.page.2","http://www.belmontcountycourts.com/"
"Brown","Brown County Court of Common Pleas, General & Domestic Relations Divisions","https://clerkofcourtsbrowncountyohio.org/recordSearch.php?k=searchForm0801","http://browncountyohiocommonpleascourt.us/"
"Brown","Brown County Court of Common Pleas, Juvenile Division","","https://browncountyprobatejuvenilecourt.com/juvenile-court/"
"Brown","Brown County Court of Common Pleas, Probate Division","","https://browncountyprobatejuvenilecourt.com/probate-court/"
"Brown","Brown County Municipal Court","https://www.clerkofcourtsbrowncountyohio.org/recordSearch.php?k=searchForm0810","https://www.clerkofcourtsbrowncountyohio.org/homeMC.php"
"Butler","Butler County Area Courts I, II, and III","https://docket.bcohio.gov/","https://areacourts.bcohio.gov/"
"Butler","Butler County Court of Common Pleas, Domestic Relations Division","https://clerkservices.bcohio.gov/eservices/home.page.2","https://drcourt.bcohio.gov/"
"Butler","Butler County Court of Common Pleas, General Division","https://clerkservices.bcohio.gov/eservices/home.page.2","https://commonpleascourt.bcohio.gov/"
"Butler","Butler County Court of Common Pleas, Juvenile Division","https://clerkservices.bcohio.gov/eservices/home.page.2","https://juvenilejusticecenter.bcohio.gov/"
"Butler","Butler County Court of Common Pleas, Probate Division","https://probatecourt.bcohio.gov/recordSearch.php?k=searchForm0909","https://probatecourt.bcohio.gov/"
"Butler","Fairfield Municipal Court","https://eservices.fairfield-city.org/eservices/home.page.2","http://www.fairfield-city.org/316/Municipal-Court"
"Butler","Hamilton Municipal Court","https://caselook.hamilton-oh.gov/disclaimer/0921","https://court.hamilton-oh.gov/"
"Butler","Middletown Municipal Court","https://caselook.middletownmunicipalcourt.org/disclaimer/0922","https://www.cityofmiddletown.org/284/Municipal-Court"
"Carroll","Carroll County Court of Common Pleas, General & Domestic Relations Divisions","https://carrollcountyclerk.org/eservices/home.page.2","http://carrollcountyohio.us/agencies-and-departments/courts/court-of-common-pleas/"
"Carroll","Carroll County Court of Common Pleas, Probate & Juvenile Divisions","http://www.carrollprobatejuvenilecourt.com/recordSearch.php","http://www.carrollprobatejuvenilecourt.com/"
"Carroll","Carroll County Municipal Court","https://www.carrollcountycourt.org/recordSearch.php","http://www.carrollcountycourt.org/"
"Champaign","Champaign County Court of Common Pleas, General Division","https://eservices.champaignclerk.com/eservices/home.page.2","http://www.champaigncourt.org/190/Home"
"Champaign","Champaign County Family Court","https://eservices.champaigncountyfamilycourt.com/eservices/home.page.2","http://www.ccfamct.us/"
"Champaign","Champaign County Municipal Court","https://web1.civicacmi.com/ChampaignCoMC/Court/Default.aspx","http://www.champaigncountymunicipalcourt.com/"
"Clark","Clark County Court of Common Pleas, Domestic Relations Division, Adult Section","https://eservices.clarkcountyohiocourt.com/eservices/home.page.2","http://www.clarkcountyohio.gov/index.aspx?nid=93"
"Clark","Clark County Court of Common Pleas, Domestic Relations Division, Juvenile Section","https://eservices.clarkcountyohiocourt.com/eservices/home.page.2","https://www.clarkohiojuvcourt.us/"
"Clark","Clark County Court of Common Pleas, General Division","https://eservices.clarkcountyohiocourt.com/eservices/home.page.2","http://www.clarkcountyohio.gov/index.aspx?nid=93"
"Clark","Clark County Court of Common Pleas, Probate Division","https://probate.clarkcountyohio.gov/recordSearch.php?k=searchForm1203","http://www.probate.clarkcountyohio.gov/"
"Clark","Clark County Municipal Court","https://clerkofcourts.municipal.co.clark.oh.us/web.nsf/CaseSearch?OpenForm","https://clarkcountymunicipalcourt.org/"
"Clermont","Clermont County Court of Common Pleas, Domestic Relations Division","","http://www.domesticcourt.org/"
"Clermont","Clermont County Court of Common Pleas, General Division","https://eservices.clermontclerk.org/commonpleas/home.page.2","http://www.clermontcommonpleas.com/"
"Clermont","Clermont County Court of Common Pleas, Juvenile Division","https://juvenile.clermontclerk.org/eservices/home.page.2","https://probatejuvenile.clermontcountyohio.gov/"
"Clermont","Clermont County Court of Common Pleas, Probate Division","https://eservices.clermontclerk.org/probate/home.page.3","https://probatejuvenile.clermontcountyohio.gov/"
"Clermont","Clermont County Municipal Court","https://www.clermontclerk.org/case_access.html","https://municipal.clermontcountyohio.gov/"
"Clinton","Clinton County Court of Common Pleas, General & Domestic Relations Divisions","https://www.clintoncountycourts.org/recordSearch.php?k=acceptAgreementsearchForm1404","http://www.clintoncountycourts.org/CommonPleasCourt/home/"
"Clinton","Clinton County Court of Common Pleas, Juvenile Division","","http://www.clintoncountycourts.org/JuvenileCourt/home/"
"Clinton","Clinton County Court of Common Pleas, Probate Division","https://www.clintoncountycourts.org/recordSearch.php?k=searchForm1403","http://www.clintoncountycourts.org/ProbateCourt/home/"
"Clinton","Clinton County Municipal Court","https://www.clintonmunicourt.org/recordSearch.php","http://www.clintonmunicourt.org/"
"Columbiana","Columbiana County Court of Common Pleas, General & Domestic Relations Divisions","https://courts.ccclerk.org/benchmarkweb/Home.aspx/Search","https://www.ccclerk.org/common-pleas-court-2"
"Columbiana","Columbiana County Court of Common Pleas, Juvenile Division","","http://www.ccjcourt.com/"
"Columbiana","Columbiana County Court of Common Pleas, Probate Division","https://caselook.ccclerk.org/disclaimer/1503",""
"Columbiana","Columbiana County Municipal Court","https://courts.ccclerk.org/benchmarkwebmuni/Home.aspx/Search","https://www.ccclerk.org/municipal-court"
"Columbiana","East Liverpool Municipal Court","http://www.elcourt.org/eservices/home.page.2;jsessionid=DE55505CEE672DA4948A74A2C330CA85","http://www.elcourt.org/"
"Coshocton","Coshocton County Court of Common Pleas, Domestic Relations Division","https://eservices.coshoctoncourt.com/eservices/home.page.2","http://www.commonpleas.coshoctoncounty.us/domesticgeneralinfo.php"
"Coshocton","Coshocton County Court of Common Pleas, General Division","https://eservices.coshoctoncourt.com/eservices/home.page.2","http://www.commonpleas.coshoctoncounty.us/"
"Coshocton","Coshocton County Court of Common Pleas, Probate and Juvenile Divisions","https://probate.coshoctoncounty.net/","https://www.coshoctoncounty.net/probate/"
"Coshocton","Coshocton County Court of Common Pleas, Juvenile Division","https://probate.coshoctoncounty.net/recordSearch.php?k=searchForm1602","https://www.coshoctoncounty.net/probate/juvenile-court/"
"Coshocton","Coshocton Municipal Court","https://www.coshoctonmunicipalcourt.com/recordSearch.php","http://www.coshoctonmunicipalcourt.com/"
"Crawford","Crawford County Court of Common Pleas, General & Domestic Relations Divisions","https://caselook.crawford-co.org/disclaimer/1701","http://www.crawfordcocpcourt.org/"
"Crawford","Crawford County Court of Common Pleas, Juvenile Division","",""
"Crawford","Crawford County Court of Common Pleas, Probate Division","",""
"Crawford","Crawford County Municipal Court","https://crawfordcountymuni.org/recordSearch.php?searchForm=1720","http://www.crawfordcountymuni.org/"
"Cuyahoga","Bedford Municipal Court","https://www.bedfordmuni.org/info/index/5","http://www.bedfordmuni.org/"
"Cuyahoga","Berea Municipal Court","http://www.bereamunicourt.org/info.asp?pageId=5","http://www.bereamunicipalcourt.org/"
"Cuyahoga","Cleveland Heights Municipal Court","https://caselook.clevelandheightscourt.com/disclaimer/1823","http://www.clevelandheightscourt.com/"
"Cuyahoga","Cleveland Municipal Court","https://clevelandmunicipalcourt.org/public-access","http://clevelandmunicipalcourt.org/home.html"
"Cuyahoga","Cleveland Municipal Housing Court","","http://www.clevelandhousingcourt.org/"
"Cuyahoga","Cuyahoga County Court of Common Pleas, Domestic Relations Division","https://cpdocket.cp.cuyahogacounty.gov/tos.aspx?utm_source=Clerk_of_Courts&utm_medium=Link&utm_campaign=Primary_CTA&utm_content=Case_Docket","https://domestic.cuyahogacounty.gov/court-rules/local-rules"
"Cuyahoga","Cuyahoga County Court of Common Pleas, General Division","https://cpdocket.cp.cuyahogacounty.gov/tos.aspx?utm_source=Clerk_of_Courts&utm_medium=Link&utm_campaign=Primary_CTA&utm_content=Case_Docket","http://cp.cuyahogacounty.us/internet/index.aspx"
"Cuyahoga","Cuyahoga County Court of Common Pleas, Juvenile Division","","https://juvenile.cuyahogacounty.gov/"
"Cuyahoga","Cuyahoga County Court of Common Pleas, Probate Division","https://probate.cuyahogacounty.gov/pa/","http://probate.cuyahogacounty.us/"
"Cuyahoga","East Cleveland Municipal Court","http://caseinfo.eccourt.com/search/searchdocket.asp","http://www.eccourt.com/"
"Cuyahoga","Euclid Municipal Court","https://www.innovaresolutions.com/euclid/index.asp","https://www.euclidmunicourt.com/"
"Cuyahoga","Garfield Heights Municipal Court","https://docket.ghmc.org/","https://www.ghmc.org/"
"Cuyahoga","Lakewood Municipal Court","https://caselook.lakewoodcourtoh.gov/disclaimer/1827","http://www.lakewoodcourtoh.com/"
"Cuyahoga","Lyndhurst Municipal Court","https://caselook.lyndhurstmunicipalcourt.org/disclaimer/1828","http://www.lyndhurstmunicipalcourt.org/"
"Cuyahoga","Parma Municipal Court","https://parmamunicourt.org/info/index/5","http://parmamunicourt.org/"
"Cuyahoga","Rocky River Municipal Court","https://rrcourt.net/pa.htm","http://rrcourt.net/"
"Cuyahoga","Shaker Heights Municipal Court","https://www.shakerheightscourt.org/info/index/400","https://www.shakerheightscourt.org/"
"Cuyahoga","South Euclid Municipal Court","https://southeuclidcourt.com/case-look-up/","http://southeuclidcourt.com/"
"Darke","Darke County Court of Common Pleas, General & Domestic Relations Divisions","http://70.62.18.22/eservices/home.page.2;jsessionid=B45FB035533FB9D9489897AF1CD80C56","http://darkecountycommonpleas.com/"
"Darke","Darke County Court of Common Pleas, Juvenile Division","","http://www.darkeprobatejuvenile.org/index.php"
"Darke","Darke County Court of Common Pleas, Probate Division","https://www.darkeprobatejuvenile.org/recordSearch.php?k=searchForm1903","http://www.darkeprobatejuvenile.org/"
"Darke","Darke County Municipal Court","http://70.62.18.22/eservices/home.page.2;jsessionid=1F0665E57F56F619346D6C97C3C2909A","https://darkecourts.com/"
"Defiance","Defiance County Court of Common Pleas, General & Domestic Relations Divisions","https://eservices.defianceohcountycourts.org/eservices/home.page.2","http://www.defiance-county.com/common-pleas-court"
"Defiance","Defiance County Court of Common Pleas, Juvenile Division","","http://www.defiance-county.com/probate-and-juvenile-court/index.php"
"Defiance","Defiance County Court of Common Pleas, Probate Division","https://apps.defiance-county.com/recordSearch.php?k=searchForm2003","http://www.defiance-county.com/probate-and-juvenile-court/index.php"
"Defiance","Defiance Municipal Court","https://www.defiancemunicipalcourt.com/recordSearch.php","https://www.defiancemunicipalcourt.com/"
"Delaware","Delaware County Court of Common Pleas, Domestic Relations Division","https://court.co.delaware.oh.us/eservices/home.page.2","https://domestic.co.delaware.oh.us/"
"Delaware","Delaware County Court of Common Pleas, General Division","https://court.co.delaware.oh.us/eservices/home.page.2","https://commonpleas.co.delaware.oh.us/"
"Delaware","Delaware County Court of Common Pleas, Juvenile Division","","http://www.co.delaware.oh.us/court/juvenile/"
"Delaware","Delaware County Court of Common Pleas, Probate Division","https://court.co.delaware.oh.us/eservices/home.page.2","https://probate.co.delaware.oh.us/"
"Delaware","Delaware Municipal Court","https://connect.municipalcourt.org/AWC/court/","http://www.municipalcourt.org/"
"Erie","Erie County Court of Common Pleas, Domestic Relations Division","https://clerkofcourts.eriecounty.oh.gov/eservices/home.page.2","https://www.eriecounty.oh.gov/DomesticRelationsDivision.aspx"
"Erie","Erie County Court of Common Pleas, General Division","https://clerkofcourts.eriecounty.oh.gov/eservices/home.page.2","https://www.eriecounty.oh.gov/GeneralDivision.aspx"
"Erie","Erie County Court of Common Pleas, Juvenile Division","","https://www.eriecounty.oh.gov/JuvenileCourt.aspx"
"Erie","Erie County Court of Common Pleas, Probate Division","https://probaterecords.eriecounty.oh.gov/recordSearch.php?k=searchForm2203","https://probaterecords.eriecounty.oh.gov/"
"Erie","Erie County Municipal Court","https://www.eriecounty.oh.gov/RecordSearch.aspx","https://www.eriecounty.oh.gov/municipalcourt.aspx"
"Erie","Huron Municipal Court","https://www.huronmunicourt.us/recordSearch.php","http://www.huronmunicourt.us/"
"Erie","Sandusky Municipal Court","https://www.sanduskymunicipalcourt.org/recordSearch.php?k=searchForm2220","http://www.sanduskymunicipalcourt.org/"
"Erie","Vermilion Municipal Court","https://www.vermilionmunicipalcourt.org/recordSearch.php","http://www.vermilionmunicipalcourt.org/"
"Fairfield","Fairfield County Court of Common Pleas, Domestic Relations Division","https://eservices.fairfieldcountycpcourt.org/eservices/home.page.2","http://www.co.fairfield.oh.us/dr/"
"Fairfield","Fairfield County Court of Common Pleas, General Division","https://eservices.fairfieldcountycpcourt.org/eservices/home.page.2","http://www.co.fairfield.oh.us/Commonpleas/"
"Fairfield","Fairfield County Court of Common Pleas, Juvenile Division","","http://www.fairfieldcountyprobate.com/"
"Fairfield","Fairfield County Court of Common Pleas, Probate Division","https://www.fairfieldcountyprobate.com/ff-Probate-Records-Search-Form.html","http://www.fairfieldcountyprobate.com/"
"Fairfield","Fairfield County Municipal Court","https://www.fcmcourt.org/dockets_case_search","http://www.fcmcourt.org/default.aspx"
"Fayette","Fayette County Court of Common Pleas, Domestic Relations Division","https://courts.fayette-co-oh.com/","https://www.fayette-co-oh.com/268/Domestic-Relations-Court"
"Fayette","Fayette County Court of Common Pleas, General Division","https://courts.fayette-co-oh.com/","https://www.fayette-co-oh.com/267/Common-Pleas-Court"
"Fayette","Fayette County Court of Common Pleas, Juvenile Division","","https://www.fayette-co-oh.com/269/Juvenile-Court"
"Fayette","Fayette County Court of Common Pleas, Probate Division","","https://www.fayette-co-oh.com/272/Probate-Court"
"Fayette","Washington Courthouse Municipal Court","https://caselook.cityofwchmunicipalcourt.com/disclaimer/2420","http://74.219.179.50/"
"Franklin","Franklin County Court of Common Pleas, Domestic Relations Division","https://fcdcfcjs.co.franklin.oh.us/CaseInformationOnline/","https://drj.fccourts.org/Home"
"Franklin","Franklin County Court of Common Pleas, General Division","https://fcdcfcjs.co.franklin.oh.us/CaseInformationOnline/","https://www.fccourts.org/"
"Franklin","Franklin County Court of Common Pleas, Juvenile Division","","https://drj.fccourts.org/Home"
"Franklin","Franklin County Court of Common Pleas, Probate Division","https://probate.franklincountyohio.gov/record-search/general-case-index","http://probate.franklincountyohio.gov/"
"Franklin","Franklin County Municipal Court","https://www.fcmcclerk.com/case/search","https://www.franklincountymunicourt.org/"
"Fulton","Fulton County Court of Common Pleas, General & Domestic Relations Divisions","https://pa.fultoncountyoh.com/","http://www.fultoncountyoh.com/index.aspx?nid=208"
"Fulton","Fulton County Court of Common Pleas, Juvenile Division","","https://www.fultoncountyoh.com/664/Juvenile"
"Fulton","Fulton County Court of Common Pleas, Probate Division","http://216.255.24.132:8888/recordSearch.php","https://www.fultoncountyoh.com/271/Probate-Court"
"Fulton","Fulton County Court, Eastern District","https://pa.fultoncountyoh.com/","https://www.fultoncountyoh.com/211/Eastern-District-Court"
"Fulton","Fulton County Court Western District","https://pa.fultoncountyoh.com/","https://www.fultoncountyoh.com/514/Western-District-Court"
"Gallia","Gallia County Court of Common Pleas, General & Domestic Divisions","https://eaccess.gallianet.net/eservices/home.page.2","http://gallianet.net/index.php/justice-departments/common-pleas-court/general-information"
"Gallia","Gallia County Court of Common Pleas, Probate & Juvenile Divisions","https://jaccess.gallianet.net/recordSearch.php?k=searchForm2703","http://gallianet.net/index.php/justice-departments/juvenile-probate-court/court-information"
"Gallia","Gallipolis Municipal Court","https://gmcourt.org/recordSearch.php?k=searchForm2720","http://gmcourt.org/"
"Geauga","Chardon Municipal Court","https://municourt.co.geauga.oh.us/eservices/home.page.2","https://chardonmunicipalcourt.com/"
"Geauga","Geauga County Court of Common Pleas, Domestic Relations Division","https://web.geaugacourts.org/eservicesCP/home.page.2","https://courts.geauga.oh.gov/general-division/domestic-relations/"
"Geauga","Geauga County Court of Common Pleas, General Division","https://web.geaugacourts.org/eservicesCP/home.page.2","https://courts.geauga.oh.gov/general-division/"
"Geauga","Geauga County Court of Common Pleas, Juvenile Division","","https://geaugapjcourt.org/"
"Geauga","Geauga County Court of Common Pleas, Probate Division","https://geaugapjcourt.com/eservices/","https://geaugapjcourt.org/"
"Greene","Greene County Court of Common Pleas, Domestic Relations Division","https://courts.greenecountyohio.gov/eservices/search.page.2?x=fSdm8D0fAtzVDw7PMeNOzw","https://www.greenecountyohio.gov/415/Domestic-Relations-Court"
"Greene","Greene County Court of Common Pleas, General Division","https://courts.greenecountyohio.gov/eservices/search.page.2?x=fSdm8D0fAtzVDw7PMeNOzw","https://www.greenecountyohio.gov/402/Common-Pleas-Court"
"Greene","Greene County Court of Common Pleas, Juvenile Division","","https://www.greenecountyohio.gov/431/Juvenile-Court"
"Greene","Greene County Court of Common Pleas, Probate Division","https://courts.greenecountyohio.gov/probatejw/home.page.2","https://www.greenecountyohio.gov/447/Probate-Court"
"Greene","Fairborn Municipal Court","https://www.fairbornmunicipalcourt.us/search.php","http://www.fairbornmunicipalcourt.us/"
